Transaction_ID,Registration_ID,Amount_Paid_GHS,Payment_Timestamp,Payment_Channel
TXN-00029839,GN-8763-25,644.55,2025-09-25 08:25:10,AT Money
TXN-00040658,GC-4456-16,168.81,2022-06-30 06:27:44,Bank Branch
TXN-00017666,GR-0568-22,697.3,2023-01-04 15:04:33,Telecel Cash
TXN-00015521,GS-1092-19,499.41,2024-12-13 03:39:26,AT Money
TXN-00019803,UW-4403-17,642.12,2025-04-27 12:55:44,MTN MoMo
TXN-00010901,GS-5377-21,380.15,2023-07-10 08:11:53,Bank Branch
TXN-00005627,ORPHAN-97506-XX,0.0,2023-03-10 21:11:47,Bank Branch
TXN-00038048,ORPHAN-91768-XX,318.2,2020-03-17 08:35:03,e-Levy Portal
TXN-00006436,GN-3417-19,342.09,2023-09-23 20:19:49,Telecel Cash
TXN-00011147,AS-8442-23,541.02,2020-03-08 03:44:25,e-Levy Portal
TXN-00027334,GA-8089-16,486.12,2024-06-13 00:20:45,Telecel Cash
TXN-00032690,AS-8917-18,540.3,2020-07-04 13:24:11,Bank Branch
TXN-00021375,WR-0079-24,202.94,2022-08-21 10:28:05,MTN MoMo
TXN-00016136,GT-0859-17,502.13,2024-01-15 06:51:38,Bank Branch
TXN-00029198,GW-4324-15,277.75,2024-04-17 00:05:31,MTN MoMo
TXN-00005185,BA-3786-23,165.08,2020-03-28 10:21:22,Bank Branch
TXN-00035772,GC-8391-20,243.34,2020-03-07 08:19:02,MTN MoMo
TXN-00013876,GR-0996-16,483.78,2024-01-18 00:40:13,AT Money
TXN-00006823,GN-8084-17,0.0,2021-04-24 17:24:27,e-Levy Portal
TXN-00039940,ER-5425-17,525.63,2025-01-21 03:34:35,MTN MoMo
TXN-00002007,GS-9876-23,187.16,2022-05-10 19:44:09,MTN MoMo
TXN-00004068,UE-9922-22,139.1,2022-01-10 07:09:46,e-Levy Portal
TXN-00024027,GR-1536-22,379.91,2024-04-13 05:07:48,MTN MoMo
TXN-00001206,GX-3647-16,441.11,2021-09-08 18:37:27,AT Money
TXN-00040965,UE-3980-20,301.42,2022-06-02 00:55:40,MTN MoMo
TXN-00044669,GW-2674-20,283.67,2024-02-14 00:35:06,Bank Branch
TXN-00031319,GC-6699-24,402.3,2025-07-16 13:51:51,e-Levy Portal
TXN-00020281,UW-1523-20,480.01,2023-12-24 06:37:27,Bank Branch
TXN-00019084,UW-8587-16,173.88,2021-09-17 04:48:34,MTN MoMo
TXN-00026237,VR-0900-17,465.37,2020-05-30 12:01:28,Bank Branch
TXN-00046269,GT-4385-23,-337.16,2022-04-19 01:26:12,Bank Branch
TXN-00048834,GS-8132-15,335.68,2023-10-29 02:49:13,MTN MoMo
TXN-00027871,NR-5094-16,143.0,2024-08-24 14:44:46,e-Levy Portal
TXN-00006576,UE-8135-17,388.94,2023-02-13 10:13:47,MTN MoMo
TXN-00022925,ER-8873-19,245.42,2021-07-03 05:51:52,Bank Branch
TXN-00000202,GX-5645-22,409.32,2024-09-11 13:08:16,MTN MoMo
TXN-00004966,AS-4558-17,50.0,2023-11-11 19:42:11,MTN MoMo
TXN-00016730,VR-6821-18,0.0,2025-09-13 08:02:32,e-Levy Portal
TXN-00002514,GC-8227-15,364.78,2021-11-06 14:50:37,MTN MoMo
TXN-00006562,GR-2890-16,385.97,2024-02-14 05:08:04,MTN MoMo
TXN-00010680,GN-6056-15,470.78,2020-04-23 23:36:53,e-Levy Portal
TXN-00044302,GB-4664-23,414.26,2021-04-07 18:42:32,Telecel Cash
TXN-00013010,GB-1024-16,50.0,2022-01-08 23:34:31,Telecel Cash
TXN-00013416,AS-6803-24,240.06,2022-06-11 21:22:11,MTN MoMo
TXN-00043907,GR-1766-19,575.09,2022-08-01 23:48:34,Bank Branch
TXN-00029130,GN-5999-22,565.31,2025-08-18 01:31:28,e-Levy Portal
TXN-00009561,CR-7748-21,389.82,2021-09-19 15:10:29,MTN MoMo
TXN-00017881,ER-9988-15,91.2,2022-10-22 16:47:46,AT Money
TXN-00012206,ORPHAN-98370-XX,488.2,2025-12-08 00:57:12,e-Levy Portal
TXN-00030620,GC-7294-18,490.44,2020-12-10 14:22:31,MTN MoMo
TXN-00012222,GB-7223-16,147.18,2022-03-05 09:46:34,e-Levy Portal
TXN-00004517,BA-3777-24,0.0,2024-01-06 09:50:26,Bank Branch
TXN-00044704,GW-6758-23,168.01,2024-01-29 09:44:30,Telecel Cash
TXN-00033750,GB-3302-18,427.67,2023-07-08 02:12:56,Bank Branch
TXN-00034065,GB-1472-24,469.87,2022-02-12 19:38:15,MTN MoMo
TXN-00017176,GW-9646-17,237.49,2021-04-04 08:54:19,MTN MoMo
TXN-00021181,GR-1766-19,656.33,2023-06-08 19:44:34,MTN MoMo
TXN-00022197,ORPHAN-93547-XX,346.93,2022-05-17 00:10:49,MTN MoMo
TXN-00039695,VR-5134-23,273.49,2025-01-18 00:05:53,AT Money
TXN-00018394,ORPHAN-98297-XX,496.21,2024-03-02 17:55:28,MTN MoMo
TXN-00045416,NR-9316-25,202.12,2025-10-20 14:18:15,Telecel Cash
TXN-00040130,ORPHAN-95837-XX,277.91,2021-12-11 11:24:51,MTN MoMo
TXN-00044299,VR-0609-24,682.43,2025-01-11 10:49:47,MTN MoMo
TXN-00042548,UE-2837-23,472.98,2025-03-15 00:26:34,MTN MoMo
TXN-00011148,GR-0499-24,274.4,2023-07-20 02:28:30,Bank Branch
TXN-00048750,GC-5562-25,488.17,2023-09-09 09:05:32,MTN MoMo
TXN-00042714,GT-8218-19,301.99,2023-10-07 10:24:26,Telecel Cash
TXN-00002599,GX-9842-21,206.79,2022-11-27 03:35:20,Telecel Cash
TXN-00043503,GN-3332-22,160.38,2020-10-23 05:47:07,MTN MoMo
TXN-00008486,GS-0710-21,341.27,2025-08-17 02:52:04,Telecel Cash
TXN-00003854,ORPHAN-97522-XX,306.9,2025-03-24 16:23:14,AT Money
TXN-00022904,BA-8043-22,304.98,2024-02-03 06:24:49,AT Money
TXN-00032893,AS-6097-25,490.75,2020-12-02 04:31:25,MTN MoMo
TXN-00043433,NR-0488-25,485.0,2021-06-21 23:24:18,e-Levy Portal
TXN-00045383,GR-0839-24,496.84,2022-11-15 06:57:02,e-Levy Portal
TXN-00013878,GT-5134-21,457.11,2023-10-14 07:28:15,Bank Branch
TXN-00023462,AS-8552-21,248.25,2024-05-05 20:52:31,Bank Branch
TXN-00047011,UE-8245-15,387.9,2020-01-10 20:21:53,MTN MoMo
TXN-00024733,GC-6499-18,338.1,2021-06-24 18:58:28,Bank Branch
TXN-00036523,CR-9083-18,126.69,2022-11-28 15:57:13,MTN MoMo
TXN-00032340,GE-9831-21,304.78,2024-03-29 03:00:36,e-Levy Portal
TXN-00034759,GX-3609-20,633.3,2024-07-10 15:24:22,Telecel Cash
TXN-00007239,GS-4245-17,-387.39,2021-11-07 19:06:58,MTN MoMo
TXN-00048148,UW-5963-25,345.57,2022-08-29 17:12:45,e-Levy Portal
TXN-00007345,GW-8325-21,641.84,2025-11-29 00:00:47,Telecel Cash
TXN-00021412,GA-3953-18,436.0,2025-07-11 16:41:43,MTN MoMo
TXN-00023757,GN-9322-23,444.92,2022-11-04 01:13:00,MTN MoMo
TXN-00047374,GE-4742-23,224.44,2024-04-28 15:25:22,e-Levy Portal
TXN-00000878,AS-7753-22,343.37,2025-08-31 11:27:19,e-Levy Portal
TXN-00000435,GC-9114-20,408.46,2024-04-08 09:06:29,Bank Branch
TXN-00038835,GE-0336-20,203.73,2020-02-28 07:44:55,AT Money
TXN-00032207,UW-1515-19,625.89,2023-05-30 16:06:57,MTN MoMo
TXN-00023071,GE-4424-16,376.47,2022-04-29 15:37:15,MTN MoMo
TXN-00027687,UW-4010-21,305.06,2020-08-04 16:16:34,e-Levy Portal
TXN-00034705,BA-2717-22,376.26,2025-01-01 09:04:32,Bank Branch
TXN-00030425,NR-6627-23,374.95,2022-07-28 15:47:46,MTN MoMo
TXN-00020830,GT-7449-18,362.93,2025-09-11 00:27:49,MTN MoMo
TXN-00023433,CR-2979-22,104.91,2025-06-18 14:33:37,Bank Branch
TXN-00019200,GN-5198-17,439.79,2020-09-19 17:37:12,AT Money
TXN-00046908,GE-9878-22,70.58,2020-04-16 09:42:45,MTN MoMo
TXN-00032778,ER-9014-20,535.61,2023-04-15 18:16:12,e-Levy Portal
TXN-00011783,GB-3302-18,285.99,2023-10-02 09:30:50,e-Levy Portal
TXN-00018144,GX-4563-25,487.86,2020-05-03 00:39:57,Bank Branch
TXN-00042409,AS-8086-17,502.88,2020-06-26 03:34:42,Telecel Cash
TXN-00030257,ORPHAN-96209-XX,128.46,2022-02-13 08:57:38,MTN MoMo
TXN-00014930,GX-2094-24,269.64,2024-01-01 03:35:20,Bank Branch
TXN-00004297,GB-3431-24,195.21,2024-12-14 11:06:28,AT Money
TXN-00035523,ORPHAN-92393-XX,539.14,2025-11-03 21:43:25,e-Levy Portal
TXN-00034903,GT-2268-18,303.79,2022-08-11 13:07:45,e-Levy Portal
TXN-00026214,GX-5422-21,529.76,2024-11-30 20:04:58,MTN MoMo
TXN-00046891,GR-0112-16,247.86,2022-05-07 16:16:09,Bank Branch
TXN-00011626,ER-0602-23,486.76,2022-07-13 00:00:17,Telecel Cash
TXN-00029171,GC-9505-17,552.17,2021-03-19 12:33:05,MTN MoMo
TXN-00008041,UE-2617-16,522.67,2022-12-28 15:18:38,MTN MoMo
TXN-00027751,GB-3358-19,594.14,2023-12-03 22:55:34,MTN MoMo
TXN-00023970,CR-8177-20,500.21,2025-11-05 23:58:16,Telecel Cash
TXN-00018899,UW-7002-17,439.38,2020-06-20 12:57:32,e-Levy Portal
TXN-00044526,CR-0103-21,554.65,2024-10-07 13:00:56,MTN MoMo
TXN-00049629,UE-0099-20,464.09,2021-11-24 20:03:01,Telecel Cash
TXN-00010544,UW-0219-15,-305.7,2020-01-22 15:04:22,AT Money
TXN-00048578,ORPHAN-90499-XX,392.07,2020-09-07 14:11:54,MTN MoMo
TXN-00006595,GT-4509-24,464.72,2021-02-08 09:33:11,Bank Branch
TXN-00044065,GW-4683-17,388.24,2021-05-11 03:29:37,MTN MoMo
TXN-00008586,ORPHAN-97082-XX,527.3,2025-05-04 10:24:03,MTN MoMo
TXN-00004231,CR-4921-21,225.15,2025-12-12 19:44:20,Bank Branch
TXN-00036826,GB-0434-21,189.8,2021-12-10 11:09:28,Telecel Cash
TXN-00045901,UW-0508-21,344.03,2024-11-29 20:24:03,Bank Branch
TXN-00012011,GX-5397-21,473.71,2022-04-12 01:35:38,Telecel Cash
TXN-00003054,NR-0152-21,233.96,2025-06-21 02:26:23,Bank Branch
TXN-00045155,GC-3244-16,50.0,2025-09-18 17:44:39,Bank Branch
TXN-00020295,GW-2272-24,562.72,2022-06-01 11:11:59,Telecel Cash
TXN-00021519,GX-5175-15,0.0,2020-10-24 01:05:33,AT Money
TXN-00037426,GR-6504-25,431.23,2021-09-24 19:05:36,Telecel Cash
TXN-00024360,WR-4459-25,186.28,2023-10-08 23:00:44,Telecel Cash
TXN-00017926,GE-2001-25,331.37,2021-06-22 20:59:50,e-Levy Portal
TXN-00017633,GX-2627-21,316.86,2025-09-16 19:48:00,Bank Branch
TXN-00036539,GB-8163-18,383.47,2024-10-23 15:59:29,MTN MoMo
TXN-00028468,UE-6865-20,252.54,2021-09-28 10:19:08,AT Money
TXN-00012466,BA-5616-19,155.49,2022-09-16 22:41:53,MTN MoMo
TXN-00029070,BA-1114-17,790.32,2025-04-25 10:08:31,MTN MoMo
TXN-00010600,BA-4788-22,240.23,2020-09-13 10:49:26,Telecel Cash
TXN-00028162,UW-1684-18,533.27,2020-01-12 14:36:43,MTN MoMo
TXN-00006403,ER-2958-22,96.5,2020-07-12 00:27:58,MTN MoMo
TXN-00040547,GA-5595-25,208.35,2022-02-26 20:31:20,e-Levy Portal
TXN-00015802,UE-6842-19,390.87,2024-11-12 03:58:25,e-Levy Portal
TXN-00041905,AS-4326-17,358.08,2022-06-03 08:12:09,Bank Branch
TXN-00026797,BA-1874-20,311.74,2023-04-22 10:21:57,MTN MoMo
TXN-00043163,VR-3041-22,365.45,2025-08-28 01:21:18,e-Levy Portal
TXN-00030245,GT-4021-23,302.94,2020-09-11 06:05:48,e-Levy Portal
TXN-00009339,ORPHAN-98882-XX,303.12,2025-08-05 18:58:13,e-Levy Portal
TXN-00014158,UW-7169-25,262.26,2021-05-29 20:06:49,Telecel Cash
TXN-00008100,UE-5642-19,370.42,2021-04-24 16:10:16,Telecel Cash
TXN-00049482,GE-1171-22,564.57,2020-11-26 23:48:13,MTN MoMo
TXN-00011369,GX-8516-21,541.99,2023-02-26 18:56:02,Bank Branch
TXN-00048106,CR-2547-22,391.99,2024-12-19 12:23:07,MTN MoMo
TXN-00026075,GC-7485-15,480.3,2021-05-27 09:46:11,e-Levy Portal
TXN-00006176,GN-7479-15,251.57,2024-07-28 16:34:32,AT Money
TXN-00043586,NR-3682-25,258.48,2022-10-06 14:51:02,e-Levy Portal
TXN-00001872,BA-7954-18,110.53,2020-05-23 17:59:04,Telecel Cash
TXN-00014872,WR-4955-15,259.2,2022-02-17 12:20:31,Telecel Cash
TXN-00009786,GE-9922-21,396.03,2022-02-24 05:05:41,MTN MoMo
TXN-00045042,VR-3432-15,410.8,2025-10-28 20:04:17,e-Levy Portal
TXN-00018766,GR-8900-21,448.99,2022-06-21 00:53:54,Telecel Cash
TXN-00000240,GB-9462-23,490.51,2020-02-20 21:15:34,e-Levy Portal
TXN-00047525,NR-0098-20,456.24,2020-03-31 10:39:27,Telecel Cash
TXN-00025859,ORPHAN-99097-XX,197.23,2025-05-09 05:07:30,e-Levy Portal
TXN-00041235,GS-4652-25,326.82,2022-12-26 05:31:25,MTN MoMo
TXN-00014365,GB-6285-19,336.3,2020-09-19 18:03:10,Bank Branch
TXN-00003298,VR-2731-21,590.65,2021-07-03 03:04:54,Telecel Cash
TXN-00038494,VR-9428-18,186.27,2021-07-14 04:47:27,Telecel Cash
TXN-00028285,GB-2689-18,428.45,2024-04-25 01:11:15,MTN MoMo
TXN-00027301,UW-7681-20,417.47,2020-12-03 04:57:32,Bank Branch
TXN-00011182,ORPHAN-92308-XX,398.21,2022-01-16 06:23:39,MTN MoMo
TXN-00001493,GR-2221-23,229.21,2020-04-08 22:32:38,MTN MoMo
TXN-00010873,GA-5530-22,395.79,2020-04-16 10:36:24,e-Levy Portal
TXN-00010311,GA-1840-24,451.22,2020-12-26 03:05:25,AT Money
TXN-00014327,UW-8736-15,-130.86,2024-11-06 22:19:53,MTN MoMo
TXN-00037336,GB-7784-25,358.78,2023-08-20 06:58:17,Bank Branch
TXN-00011964,GX-0651-20,50.0,2023-06-03 10:05:17,Bank Branch
TXN-00023082,GA-8011-20,0.0,2025-12-16 12:05:11,MTN MoMo
TXN-00031127,CR-7112-16,488.34,2020-01-22 00:00:56,e-Levy Portal
TXN-00021648,ORPHAN-97338-XX,-227.19,2022-10-09 02:42:39,Bank Branch
TXN-00021252,GS-0982-15,505.74,2022-11-01 01:23:25,e-Levy Portal
TXN-00025104,GN-3651-18,206.25,2025-06-03 17:33:42,Bank Branch
TXN-00047781,WR-8093-15,253.54,2022-02-12 06:26:37,Bank Branch
TXN-00017637,GB-4845-18,174.84,2021-11-24 14:44:45,MTN MoMo
TXN-00031421,UW-3201-25,486.45,2025-03-07 07:13:08,Bank Branch
TXN-00009838,GE-5690-24,529.35,2021-01-15 16:31:50,MTN MoMo
TXN-00019989,UW-6974-24,162.69,2024-06-21 23:43:56,MTN MoMo
TXN-00018966,UW-3925-15,476.28,2022-09-04 17:40:20,MTN MoMo
TXN-00027478,WR-3130-20,554.47,2022-11-30 19:43:26,Bank Branch
TXN-00001903,WR-9141-23,395.04,2021-12-12 11:48:12,Bank Branch
TXN-00001965,GR-8204-16,0.0,2023-05-21 01:21:21,MTN MoMo
TXN-00006037,ER-1030-15,312.46,2025-02-17 19:42:47,MTN MoMo
TXN-00030953,GX-4993-18,78.86,2025-07-24 06:34:22,e-Levy Portal
TXN-00011691,GB-5732-16,345.55,2022-01-16 06:22:15,MTN MoMo
TXN-00048677,GR-8054-19,274.31,2022-10-05 07:38:42,MTN MoMo
TXN-00030915,ORPHAN-97153-XX,331.64,2021-03-11 08:13:08,Bank Branch
TXN-00047779,ORPHAN-91691-XX,298.97,2022-02-13 09:49:27,e-Levy Portal
TXN-00040218,CR-6681-25,353.69,2025-02-24 18:37:50,MTN MoMo
TXN-00012684,GT-3651-24,360.48,2021-09-07 18:51:15,e-Levy Portal
TXN-00049256,GE-8337-18,291.74,2020-07-04 05:33:05,MTN MoMo
TXN-00018563,GR-1106-15,557.85,2025-08-24 11:04:03,MTN MoMo
TXN-00047672,GN-9636-16,273.48,2025-08-30 06:51:55,MTN MoMo
TXN-00039682,GE-9958-22,498.04,2024-05-24 04:29:28,Bank Branch
TXN-00016141,GX-0401-18,0.0,2024-11-20 21:49:20,MTN MoMo
TXN-00029722,GA-9253-24,195.18,2025-06-19 22:45:24,MTN MoMo
TXN-00027289,GW-9624-20,397.61,2022-02-28 04:04:20,MTN MoMo
TXN-00042121,CR-7555-24,318.28,2020-02-09 21:59:52,AT Money
TXN-00029680,GW-5372-19,249.65,2025-09-07 23:29:42,MTN MoMo
TXN-00040259,GT-3454-17,508.12,2022-12-21 16:14:36,MTN MoMo
TXN-00047610,GC-3765-17,561.18,2020-04-03 22:49:13,MTN MoMo
TXN-00002653,ORPHAN-99863-XX,460.48,2022-04-06 01:06:48,MTN MoMo
TXN-00001130,GN-4621-19,398.28,2024-06-04 05:54:32,MTN MoMo
TXN-00001233,WR-8449-25,211.98,2025-06-16 18:42:22,MTN MoMo
TXN-00041356,GR-6958-24,249.91,2025-05-13 13:31:13,Bank Branch
TXN-00022883,NR-0271-25,435.2,2022-03-24 06:40:20,AT Money
TXN-00013249,ER-8977-15,690.28,2021-08-11 13:02:42,Bank Branch
TXN-00049114,UW-4140-16,486.15,2021-06-02 08:59:15,MTN MoMo
TXN-00001129,NR-6113-23,301.52,2025-01-06 15:21:52,Telecel Cash
TXN-00007889,UE-1138-25,0.0,2024-05-10 13:13:49,MTN MoMo
TXN-00011751,NR-0128-17,331.79,2021-03-23 22:03:57,MTN MoMo
TXN-00024288,CR-5883-22,343.93,2025-12-18 04:39:07,MTN MoMo
TXN-00035427,UW-9124-18,218.27,2020-06-06 17:57:58,e-Levy Portal
TXN-00021468,CR-5073-17,242.97,2021-01-03 23:22:22,MTN MoMo
TXN-00035274,GA-5467-24,314.32,2024-08-14 00:15:43,Telecel Cash
TXN-00015171,GA-5920-22,476.16,2024-04-21 07:50:05,AT Money
TXN-00043948,GC-5031-17,104.37,2020-12-26 14:27:06,e-Levy Portal
TXN-00040408,GB-2482-20,481.73,2023-12-27 11:40:24,Bank Branch
TXN-00006219,GN-5152-15,187.01,2025-09-09 05:42:39,Bank Branch
TXN-00029946,BA-3290-24,317.55,2024-04-21 05:05:23,Bank Branch
TXN-00036851,VR-2196-25,88.45,2023-03-03 06:16:32,MTN MoMo
TXN-00005026,GN-3391-18,455.36,2024-05-10 00:21:51,e-Levy Portal
TXN-00036237,GR-9881-20,353.55,2023-03-14 02:01:22,AT Money
TXN-00026680,GX-1132-16,496.09,2025-01-29 23:48:52,Bank Branch
TXN-00000790,GA-1891-16,512.3,2023-07-09 13:12:45,MTN MoMo
TXN-00041310,UE-3864-15,436.19,2023-04-23 14:19:56,MTN MoMo
TXN-00020060,ER-9585-22,282.95,2023-11-12 14:26:22,Bank Branch
TXN-00002934,CR-7932-19,402.63,2022-10-26 14:15:57,MTN MoMo
TXN-00022875,WR-1600-15,398.36,2022-06-26 07:16:34,AT Money
TXN-00018046,ER-7317-19,338.47,2020-05-10 13:03:44,AT Money
TXN-00021827,ORPHAN-95432-XX,637.25,2023-01-09 08:27:07,MTN MoMo
TXN-00019428,GW-8333-19,389.71,2023-06-22 11:45:19,e-Levy Portal
TXN-00009420,GX-2545-15,607.23,2022-01-22 13:51:02,MTN MoMo
TXN-00044230,UW-5772-19,231.4,2025-02-05 05:58:57,e-Levy Portal
TXN-00033579,GS-6478-16,141.71,2025-02-26 00:48:13,MTN MoMo
TXN-00007293,GB-3115-16,367.27,2020-03-02 18:55:09,MTN MoMo
TXN-00011387,GW-7405-25,384.25,2022-03-23 09:31:18,e-Levy Portal
TXN-00012729,CR-7279-24,299.45,2025-05-21 22:16:31,e-Levy Portal
TXN-00010186,GT-9692-25,417.28,2022-03-03 02:56:24,Bank Branch
TXN-00037344,AS-0580-16,198.64,2025-11-15 07:42:35,Bank Branch
TXN-00040410,BA-3565-23,369.06,2024-02-23 05:20:10,MTN MoMo
TXN-00012653,ORPHAN-98937-XX,532.65,2024-03-02 12:10:11,e-Levy Portal
TXN-00014916,UW-2640-18,68.5,2022-07-12 21:39:52,e-Levy Portal
TXN-00019141,ER-2058-16,360.73,2024-05-09 03:21:56,e-Levy Portal
TXN-00007029,BA-0032-23,395.69,2021-01-01 10:03:43,MTN MoMo
TXN-00042958,ER-1683-23,340.62,2023-01-23 21:36:36,MTN MoMo
TXN-00041749,GR-8824-19,195.23,2025-11-15 03:08:36,MTN MoMo
TXN-00027006,VR-6914-22,353.01,2023-08-01 22:26:17,MTN MoMo
TXN-00040798,ER-9491-22,559.74,2024-02-25 14:07:23,Bank Branch
TXN-00041078,UW-1393-16,286.18,2020-09-11 16:02:01,Bank Branch
TXN-00011635,GW-8687-16,812.98,2023-12-21 09:22:46,e-Levy Portal
TXN-00020036,UE-2225-17,356.12,2020-10-09 19:34:02,e-Levy Portal
TXN-00005442,VR-0452-15,361.53,2020-08-14 02:43:21,MTN MoMo
TXN-00020898,GE-8189-16,193.91,2021-02-04 09:31:34,MTN MoMo
TXN-00045415,GB-9192-18,413.1,2022-02-04 09:00:36,Bank Branch
TXN-00006209,GA-0950-20,0.0,2021-03-03 11:24:15,e-Levy Portal
TXN-00043790,GE-7084-17,370.55,2020-06-16 06:05:46,MTN MoMo
TXN-00030342,WR-2755-17,50.0,2024-01-11 13:41:03,MTN MoMo
TXN-00028243,VR-7682-17,275.41,2021-06-29 03:33:08,MTN MoMo
TXN-00012165,ER-5827-23,125.25,2021-03-28 18:50:06,Telecel Cash
TXN-00044481,UE-1127-20,632.39,2022-04-16 17:04:24,Bank Branch
TXN-00024337,VR-3143-15,470.76,2020-08-26 14:31:42,e-Levy Portal
TXN-00035758,GB-4161-21,617.6,2021-05-24 12:06:02,MTN MoMo
TXN-00030081,GA-0335-24,343.38,2024-12-25 12:56:34,AT Money
TXN-00039702,ORPHAN-93390-XX,435.52,2022-03-31 08:45:43,e-Levy Portal
TXN-00035340,GC-1365-17,-282.61,2025-08-19 17:07:39,MTN MoMo
TXN-00027814,GC-1064-20,191.32,2023-12-18 06:47:23,Bank Branch
TXN-00039585,WR-9000-21,379.11,2021-10-01 16:59:13,Telecel Cash
TXN-00029672,WR-3173-23,452.17,2024-02-23 02:57:06,e-Levy Portal
TXN-00018050,GX-9566-15,261.71,2025-04-19 14:18:16,Bank Branch
TXN-00046144,CR-2086-19,408.26,2025-11-27 17:41:27,MTN MoMo
TXN-00012366,ER-7157-22,337.0,2023-09-20 12:20:09,MTN MoMo
TXN-00015286,ORPHAN-92320-XX,584.33,2024-06-13 13:16:16,Telecel Cash
TXN-00037573,GX-9804-18,508.87,2022-09-13 05:17:48,AT Money
TXN-00011228,GS-3738-18,399.18,2024-08-10 00:46:54,MTN MoMo
TXN-00001657,NR-4191-22,657.53,2024-06-04 22:07:40,Bank Branch
TXN-00032840,CR-0382-15,297.75,2020-03-11 06:06:10,Bank Branch
TXN-00042802,GW-5338-20,326.93,2025-11-05 13:40:03,Bank Branch
TXN-00047257,GN-7874-21,308.79,2020-09-13 22:10:56,MTN MoMo
TXN-00008108,WR-5728-18,397.81,2020-01-22 04:01:36,MTN MoMo
TXN-00038563,GW-2857-16,-301.88,2023-09-09 03:05:25,MTN MoMo
TXN-00033436,AS-9578-22,507.12,2024-04-21 10:01:52,MTN MoMo
TXN-00032032,GE-9084-22,199.81,2023-04-13 20:31:20,MTN MoMo
TXN-00034866,NR-6404-16,530.76,2022-03-26 00:03:03,AT Money
TXN-00010912,ORPHAN-95449-XX,200.27,2023-06-08 22:10:05,MTN MoMo
TXN-00007119,ORPHAN-97877-XX,275.44,2023-04-17 18:41:15,e-Levy Portal
TXN-00011876,GA-9663-20,0.0,2023-01-11 14:10:01,e-Levy Portal
TXN-00039753,AS-6487-15,50.0,2022-10-04 01:06:02,Telecel Cash
TXN-00023493,GT-2735-18,50.0,2022-11-04 05:12:43,Telecel Cash
TXN-00025025,GE-4868-18,387.88,2024-10-19 04:55:51,Bank Branch
TXN-00035506,VR-3802-19,65.6,2022-04-07 16:05:44,MTN MoMo
TXN-00028404,VR-6250-15,453.85,2022-11-28 16:13:03,Telecel Cash
TXN-00037447,BA-7999-24,452.22,2024-07-20 22:50:08,Telecel Cash
TXN-00032590,NR-9433-20,352.63,2022-12-29 19:24:33,MTN MoMo
TXN-00007207,GS-8256-16,606.63,2024-10-18 09:42:57,MTN MoMo
TXN-00021780,GX-5051-25,513.65,2021-04-29 01:50:44,Telecel Cash
TXN-00036333,WR-1831-25,573.23,2023-11-11 23:29:30,e-Levy Portal
TXN-00045224,ORPHAN-99189-XX,604.72,2024-12-27 15:54:35,AT Money
TXN-00025913,ER-4236-16,664.64,2021-12-04 11:52:59,Bank Branch
TXN-00018328,CR-7006-23,381.75,2024-08-14 09:36:35,Telecel Cash
TXN-00027870,GW-3270-21,317.24,2024-02-12 20:47:21,MTN MoMo
TXN-00011833,ORPHAN-98080-XX,262.63,2021-09-23 08:28:54,e-Levy Portal
TXN-00042287,GN-2070-20,397.96,2020-01-11 20:23:38,e-Levy Portal
TXN-00049771,GT-1726-24,423.63,2025-08-15 02:50:50,AT Money
TXN-00018991,GA-1001-20,494.4,2025-05-29 03:10:12,e-Levy Portal
TXN-00016082,GB-9693-21,389.83,2024-04-29 14:30:27,MTN MoMo
TXN-00042341,AS-0064-15,325.94,2024-04-24 13:59:18,e-Levy Portal
TXN-00017183,GT-2533-15,494.63,2020-04-06 19:37:23,e-Levy Portal
TXN-00023684,GT-2859-22,249.08,2022-10-28 17:22:11,Bank Branch
TXN-00022755,UW-9929-22,668.73,2022-02-07 17:51:13,MTN MoMo
TXN-00032832,GC-4415-23,428.2,2024-01-19 05:16:12,MTN MoMo
TXN-00014512,CR-6897-20,364.02,2023-07-09 12:45:18,Telecel Cash
TXN-00038685,BA-4077-24,167.27,2023-02-18 08:40:40,e-Levy Portal
TXN-00033014,GA-7559-23,88.88,2020-08-30 18:44:26,MTN MoMo
TXN-00045208,GR-6167-25,273.72,2024-03-23 13:00:22,MTN MoMo
TXN-00027933,GN-4804-22,370.14,2024-05-26 03:14:48,e-Levy Portal
TXN-00040672,GE-3303-21,309.05,2023-05-30 13:51:53,MTN MoMo
TXN-00042507,VR-9766-15,310.25,2025-06-27 01:58:50,Bank Branch
TXN-00028263,GS-4412-23,272.43,2020-03-05 06:58:40,e-Levy Portal
TXN-00039785,ORPHAN-92025-XX,50.0,2023-08-23 04:39:16,Bank Branch
TXN-00007874,AS-2376-18,425.27,2020-09-24 00:20:07,AT Money
TXN-00041920,BA-3107-21,387.37,2022-12-24 07:10:52,e-Levy Portal
TXN-00005628,GR-8565-15,187.01,2020-11-25 17:01:53,Bank Branch
TXN-00028859,UE-8812-22,272.79,2023-04-16 10:18:56,e-Levy Portal
TXN-00030926,GS-4902-19,178.6,2022-02-03 11:34:05,AT Money
TXN-00013625,ORPHAN-94446-XX,465.55,2024-05-31 22:52:20,e-Levy Portal
TXN-00020723,CR-8249-18,434.93,2020-02-05 05:01:36,MTN MoMo
